"<li><strong>The cabinet of which state has approved to give state anthem status to “Bande Utkala Janani” poem? </strong><br/>
1) Bihar<br/>
2) Odisha<br/>
3) West Bengal<br/>
4) Assam<br/>
5) Manipur<br/>
","-<strong>2) Odisha </strong><br/>
<strong>Explanation:</strong><br/>
The Cabinet of Odisha chaired by Naveen Patnaik, the Chief Minister of Odisha approved the proposal to give the status of State anthem to “Bande Utkala Janani”, a poem written by Kantakabi Laxmikanta Mohapatra in 1912.<br/>
</div></div><br/></li>"
"<li><strong>Name the plantation drive which was launched by Madhya Pradesh government on the occasion of World Environment Day (June 5). </strong><br/>
1) Thank Earth<br/>
2) Thank Green<br/>
3) Thank Prithvi<br/>
4) Thank Mom<br/>
5) Thank Land<br/>
","-<strong>4) Thank Mom </strong><br/>
<strong>Explanation:</strong><br/>
Madhya Pradesh has started a plantation drive named “Thank Mom” on the premises of its Social Justice and Disabled Welfare Directorate on World Environment Day. As per the instruction from Commissioner Renu Tiwari, a variety of plants such as Neem, Guava, Mango, Moonlight, Parijat and Tulsi were planted with a plate in the name of each employee’s mother.<br/>
</div></div><br/></li>"
"<li><strong>What is the coal production target of Western Coalfields Ltd (WCL) by FY 26-27? </strong><br/>
1) 100 MT<br/>
2) 150 MT<br/>
3) 75 MT<br/>
4) 50 MT<br/>
5) 175 MT<br/>
","-<strong>1) 100 MT </strong><br/>
<strong>Explanation:</strong><br/>
Western Coalfields Ltd (WCL), the subsidiary of Coal India Ltd (CIL) has opened trilogy (three) of new coal mines in Maharashtra and Madhya Pradesh with total capital expenditure (Capex) of Rs 849 crores. These will generate direct employment for 647 people. WCL has set a target to increase its coal production to 100 million tonnes (MT) by 2026-27. Importantly, it also has a sub-target of 75 MT of coal production by FY 23-24.<br/>
</div></div><br/></li>"
"<li><strong>The central government has modified public procurement norms to give maximum preference to companies whose goods and services have ____ % or more local content. </strong><br/>
1) 50<br/>
2) 45<br/>
3) 40<br/>
4) 35<br/>
5) 30<br/>
","-<strong>1) 50 </strong><br/>
<strong>Explanation:</strong><br/>
In accordance with the revised Public Procurement (Preference to Make in India), Order 2017, the government has modified public procurement norms for giving maximum preference to companies whose goods and services have 50% or more local content.<br/>
</div></div><br/></li>"
"<li><strong>Which state has launched “Mukhyamantri Shahri Path Vyavasayi Utthan Yojana” recently. </strong><br/>
1) Telangana<br/>
2) Madhya Pradesh<br/>
3) Tamil Nadu<br/>
4) Karnataka<br/>
5) Uttar Pradesh<br/>
","-<strong>2) Madhya Pradesh </strong><br/>
<strong>Explanation:</strong><br/>
Shivraj Singh Chouhan, Chief Minister of Madhya Pradesh launched Street Vendor Registration Portal http://www.mpurban.gov.in/and “Mukhyamantri Shahri Path Vyavasayi Utthan Yojana” and transferred Rs 300 crore to the urban local bodies.<br/>
</div></div><br/></li>"
"<li><strong>Which company has signed the United Nations Global Compact’s (UNGC) initiative to reduce the CO2 emissions? </strong><br/>
1) TCS<br/>
2) Tech Mahindra<br/>
3) CTS<br/>
4) L&amp;T<br/>
5) Infosys<br/>
","-<strong>2) Tech Mahindra </strong><br/>
<strong>Explanation:</strong><br/>
Tech Mahindra Ltd, an IT subsidiary of the Mahindra Group has joined 155 global companies by inking a joint declaration with United Nations (UN) Global Compact urging governments to align their COVID-19 recovery efforts with the latest climate science.<br/>
</div></div><br/></li>"
"<li><strong>Who is the 1st Indian to receive the Richard Dawkins Award 2020? </strong><br/>
1) Gulzar<br/>
2) Prasoon Joshi<br/>
3) Javed Ahktar<br/>
4) Kaifi Azmi<br/>
5) Sahir Ludhianvi<br/>
","-<strong>3) Javed Ahktar </strong><br/>
<strong>Explanation:</strong><br/>
Javed Ahktar, renowned poet, lyricist and writer became the first Indian to receive the Richard Dawkins Award 2020 for critical thinking, holding religious principles up to scrutiny, advancing human progress and humanist values.<br/>
</div></div><br/></li>"
"<li><strong>Which state (among larger states) has ranked top in the State Food Safety Index for 2019-20 released by FSSAI? </strong><br/>
1) Tamil Nadu<br/>
2) Maharashtra<br/>
3) Uttar Pradesh<br/>
4) Gujarat<br/>
5) Madhya Pradesh<br/>
","-<strong>4) Gujarat </strong><br/>
<strong><strong>Explanation:</strong></strong>The 2nd State Food Safety Index (SFSI) for 2019-20 of Food Safety and Standards Authority of India (FSSAI) has been topped by Gujarat among larger states and by Goa among smaller states. It was announced during a webinar conducted on the occasion of “World Food Safety Day” on June 7, 2020 on the theme “Food Safety is everyone’s business”.<p></p>
<table width=""178"">
<tbody>
<tr>
<td><strong>Rank</strong></td>
<td><strong>Winner</strong></td>
</tr>
<tr>
<td colspan=""2"">Large States</td>
</tr>
<tr>
<td>1</td>
<td>Gujarat</td>
</tr>
<tr>
<td>2</td>
<td>Tamil Nadu</td>
</tr>
<tr>
<td>3</td>
<td>Maharashtra</td>
</tr>
</tbody>
</table>
<p><strong> </strong></p></div></div><br/></li>"
"<li><strong>What is India’s rank in Environment Performance Index (EPI) 2020 released jointly by Yale University and Columbia University (1 – Denmark)? </strong><br/>
1) 168<br/>
2) 175<br/>
3) 129<br/>
4) 87<br/>
5) 63<br/>
","-<strong>1) 168 </strong><br/>
<strong><strong>Explanation:</strong></strong>According to the biennial Environment Performance Index (EPI) 2020 released jointly by Yale University and Columbia University, India has ranked 168 out of 180 countries with a score of 27.6 out of 100.While the Denmark has been topped the list with a score of 82.5. <strong><u>Here’s the list of top 3 nations in EPI 2020:</u></strong><p></p>
<table width=""0"">
<tbody>
<tr>
<td><strong>Rank</strong></td>
<td><strong>Country Name</strong></td>
<td><strong>EPI score</strong></td>
</tr>
<tr>
<td>1</td>
<td>Denmark</td>
<td>82.5</td>
</tr>
<tr>
<td>2</td>
<td>Luxembourg</td>
<td>82.3</td>
</tr>
<tr>
<td>3</td>
<td>Switzerland</td>
<td>81.5</td>
</tr>
<tr>
<td>168th</td>
<td>India</td>
<td>27.6</td>
</tr>
</tbody>
</table>
<p></p></div></div><br/></li>"
"<li><strong>The Abu Dhabi Investment Authority (ADIA) has bought ______% stake in Jio platforms for Rs 5,863.50 crores. </strong><br/>
1) 3.21<br/>
2) 2.08<br/>
3) 0.93<br/>
4) 2.32<br/>
5) 1.16<br/>
","-<strong>5) 1.16 </strong><br/>
<strong>Explanation:</strong><br/>
Abu Dhabi Investment Authority (ADIA), one of the world’s biggest sovereign wealth funds, has invested Rs 5,863.50 crore for a 1.16 % stake in Jio platforms, a subsidiary of Asia’s richest man Mukesh Ambani-controlled Reliance Industries Ltd (RIL).<br/>
</div></div><br/></li>"
"<li><strong>The scientists at International Advanced Research Centre for Powder Metallurgy and New Materials has developed magnetocaloric material for the treatment of which disease? </strong><br/>
1) Pneumonia<br/>
2) Parkinson<br/>
3) AIDS<br/>
4) Tuberculosis<br/>
5) Cancer<br/>
","-<strong>5) Cancer </strong><br/>
<strong>Explanation:</strong><br/>
A team of Scientists from the International Advanced Research Centre for Powder Metallurgy and New Materials (ARCI), an autonomous R&amp;D Centre of Department of Science and Technology (DST) has developed a magnetocaloric material (a rare-earth-based material that can be heated or cooled by applying or removing a magnetic field) that can be used in the treatment of cancer.<br/>
</div></div><br/></li>"
"<li><strong>The world archery has postponed 2020 World Archery Field Championships to 2022. Where is the HQ of World Archery located? </strong><br/>
1) London<br/>
2) Paris<br/>
3) Amsterdam<br/>
4) Vienna<br/>
5) Lausanne<br/>
","-<strong>5) Lausanne </strong><br/>
<strong>Explanation:</strong><br/>
The World Archery(WA) and Yankton organising committee decided to postpone the 2020 World Archery Field Championships which was scheduled on September 2020 at the National Field Archery Association(NFAA) Easton Yankton Archery Centre(NEYAC), the world’s largest archery centre. This decision will extend up to 2022 for safeguard of athlete’s well-being &amp; also restrictions due to COVID-19 pandemic outbreak. Yankton is set to host the 2021 World Archery Championships. WA: Headquarters– Lausanne, Switzerland.<br/>
</div></div><br/></li>"
"<li><strong>Salwa Eid Naser who is in news recently is associated with which sport? </strong><br/>
1) Pole Vault<br/>
2) 400m running<br/>
3) Long jump<br/>
4) Discus Throw<br/>
5) Wrestling<br/>
","-<strong>2) 400m running </strong><br/>
<strong>Explanation:</strong><br/>
Women’s 400 metres world champion Salwa Eid Naser of Bahrain has been handed a provisional suspension for failing to make herself available for anti-doping tests, the Athletics Integrity Unit (AIU) said on Friday.<br/>
</div></div><br/></li>"
"<li><strong>Ved Prakash Marwah who passed away recently is a former governor of which state? </strong><br/>
1) Mizoram<br/>
2) Manipur<br/>
3) Jharkhand<br/>
4) Both 1) and 2)<br/>
5) All the 1), 2) and 3)<br/>
","-<strong>5) All the 1), 2) and 3) </strong><br/>
<strong>Explanation:</strong><br/>
Former Delhi police commissioner and former Governor of Mizoram, Manipur and Jharkhand, Ved Prakash Marwah, IPS, passed away at the age of 87 in a private hospital in Mapusa town in North Goa where he was admitted three weeks ago due to a fall. He was born on 15th September 1934 in Peshawar, British India.<br/>
</div></div><br/></li>"
"<li><strong>Chiranjeevi Sarja who passed away recently is a renowned ______. </strong><br/>
1) Athlete<br/>
2) Banker<br/>
3) Actor<br/>
4) Architect<br/>
5) Sand Artist<br/>
","-<strong>3) Actor </strong><br/>
<strong>Explanation:</strong><br/>
Kannada actor Chiranjeevi Sarja passed away at 39 due to a cardiac arrest at a private hospital in Bengaluru. He is the grandson of Kannada late actor Shakti Prasad &amp; the nephew of multilingual actor Arjun Sarja.<br/>
</div></div><br/></li>"
"<li><strong>The world oceans day (WOD) is observed every year on June 8. What is the theme for WOD 2020? </strong><br/>
1) “Our Oceans, Our Future”<br/>
2) “Innovation for a Sustainable Ocean”<br/>
3) “Preventing Plastic Pollution”<br/>
4) “Gender and the Ocean”<br/>
5) “Control the pollution”<br/>
","-<strong>2) “Innovation for a Sustainable Ocean” </strong><br/>
<strong>Explanation:</strong><br/>
Every year on June 8 World oceans day, the United Nations (UN) day is celebrated across the world to inform the public about the impact of human activities on the ocean, create a global citizens’ movement for the ocean, and mobilize &amp; unite the world’s population for the sustainable management of the world’s oceans. The theme of 2020 is “Innovation for a Sustainable Ocean”.<br/>
</div></div><br/></li>"
"<li><strong>The Brain Tumor Day observed annually on June 8. Which color ribbon is the international symbol for the solidarity with brain tumor patients? </strong><br/>
1) Grey<br/>
2) Pink<br/>
3) Red<br/>
4) Blue<br/>
5) Yellow<br/>
","-<strong>1) Grey </strong><br/>
<strong>Explanation:</strong><br/>
June 8th is annually celebrated as the World Brain Tumor Day which was initiated by the Deutsche Hirntumorhilfe (German Brain Tumor Aid) in 2000 to pay respect to all the brain tumor patients and their families. Note: The grey ribbon is the international symbol for the solidarity with brain tumor patients.<br/>
</div></div><br/></li>"
"<li><strong>The Theme of World Food Safety Day 2020 is “Food Safety, everyone’s business”. The day was celebrated every year on ______. </strong><br/>
1) June 4<br/>
2) June 8<br/>
3) June 7<br/>
4) June 10<br/>
5) June 6<br/>
","-<strong>3) June 7 </strong><br/>
<strong>Explanation:</strong><br/>
The Second World Food Safety Day was celebrated to promote actions that support food security, human health, agriculture and sustainable development and prevent, detect and manage foodborne diseases. The First World Food Safety Day was celebrated on 7th June 2019. The Theme of World Food Safety Day 2020 remains the same as the theme of 2019 “Food Safety, everyone’s business”.<br/>
</div></div><br/></li>"
"<li><strong>Name the app which is India’s first indigenous wireless physiological parameters monitoring system for the COVID-19 affected patients (launched by Jitendra Singh). </strong><br/>
1) COVID PUSH<br/>
2) COVID BEEP<br/>
3) COVID HIT<br/>
4) COVID PULL<br/>
5) COVID DEEP<br/>
","-<strong>2) COVID BEEP </strong><br/>
<strong>Explanation:</strong><br/>
Employees’ State Insurance Corporation (ESIC) medical college, Hyderabad in collaboration with Indian Institute of Technology (IIT) Hyderabad and the Tata Institute of Fundamental Research (TIFR), Hyderabad, and Electronics Corporation of India Limited (ECL) have developed India’s first indigenous wireless physiological parameters monitoring system for the COVID-19 affected patients namely “COVID BEEP” app. It is an acronym for Continuous Oxygenation &amp; Vital Information Detection Biomed ECIL ESIC Pod. It has been virtually launched by Union Minister for Development of North Eastern Region (DoNER), Dr. Jitendra Singh along with Minister of State for Home Affairs, Gangapuram Kishan Reddy, Dean ESIC Medical College, Prof. Srinivas M.<br/>
</div></div><br/></li>"
"<li><strong>Name the app which was launched by Karnataka along with Varunamitra web portal to provide real-time information and alerts on weather, rainfall, flooding. </strong><br/>
1) Umang<br/>
2) Dark Sky<br/>
3) WeatherBug<br/>
4) NOAA<br/>
5) Meghasandesha<br/>
","-<strong>5) Meghasandesha </strong><br/>
<strong>Explanation:</strong><br/>
Karnataka Revenue Minister R. Ashoka launched Meghasandesha App &amp; Varunamitra web portal to provide real-time information and alerts on weather, rainfall, flooding in Bruhat Bengaluru Mahanagara Palike(BBMP) jurisdiction. These were developed by Karnataka State Natural Disaster Monitoring Centre(KSNDMC), in collaboration with the Indian Institute of Science(IISc) under the project ‘Urban Flood Model’(UFM) for the city.<br/>
</div></div><br/></li>"
"<li><strong>Which state has launched the Online Shramik Employment Exchange ‘Raj Kaushal Portal’ recently? </strong><br/>
1) Telangana<br/>
2) Madhya Pradesh<br/>
3) Tamil Nadu<br/>
4) Karnataka<br/>
5) Rajasthan<br/>
","-<strong>5) Rajasthan </strong><br/>
<strong>Explanation:</strong><br/>
Rajasthan Chief Minister(CM) Ashok Gehlot launched the Online Shramik Employment Exchange, ‘Raj Kaushal Portal’ developed by the department of Information and Technology(IT) and Rajasthan Skill &amp; Livelihoods Development Corporation(RSLDC) through video conference.<br/>
</div></div><br/></li>"
"<li><strong>Name the company which has launched ‘Sodar’ app to help people maintain social distancing. </strong><br/>
1) IBM<br/>
2) Microsoft<br/>
3) Facebook<br/>
4) Google<br/>
5) Twitter<br/>
","-<strong>4) Google </strong><br/>
<strong>Explanation:</strong><br/>
Google is trying to do its bit in helping people maintain their social distance. The tech giant has launched a new app that will help people maintain distance in real life using augmented reality. The app has been developed under Experiments with Google and is not available on the Google Play Store but can be side-loaded separately. The app called ‘Sodar’.<br/>
</div></div><br/></li>"
"<li><strong>What is the capital and currency of Romania? </strong><br/>
1) Budapest &amp; Forint<br/>
2) Kyiv &amp; Hryvnia<br/>
3) Belgrade &amp; Dinar<br/>
4) Sofia &amp; Lev<br/>
5) Bucharest &amp; Leu<br/>
","-<strong>5) Bucharest &amp; Leu </strong><br/>
<strong>Explanation:</strong><br/>
The capital and currency of Romania are Bucharest and Romanian leu respectively.<br/>
</div></div><br/></li>"
"<li><strong>Where is the HQ of Western Coalfields Ltd (WCL) located? </strong><br/>
1) Pune<br/>
2) Gandhinagar<br/>
3) Ahmedabad<br/>
4) Mumbai<br/>
5) Nagpur<br/>
","-<strong>5) Nagpur </strong><br/>
<strong>Explanation:</strong><br/>
The HQ of Western Coalfields Ltd (WCL) located at Nagpur, Maharashtra.<br/>
</div></div><br/></li>"
"<li><strong>Where is main campus of International Advanced Research Centre for Powder Metallurgy and New Materials (ARCI) located? </strong><br/>
1) Hyderabad<br/>
2) Chennai<br/>
3) Bengaluru<br/>
4) Kochi<br/>
5) Amaravati<br/>
","-<strong>1) Hyderabad </strong><br/>
<strong>Explanation:</strong><br/>
Welcome to ARCI International Advanced Research Centre for Powder Metallurgy and New Materials (ARCI) established in the year 1997, is an Autonomous Research and Development Centre of Department of Science and Technology (DST), Government of India with main campus at Hyderabad spread about 95 acres of land and with operations in Chennai and Gurgaon.<br/>
</div></div><br/></li>"
"<li><strong>Bori Wildlife Sanctuary is in which state/UT? </strong><br/>
1) Jammu &amp; Kashmir<br/>
2) Madhya Pradesh<br/>
3) Tamil Nadu<br/>
4) New Delhi<br/>
5) Rajasthan<br/>
","-<strong>2) Madhya Pradesh </strong><br/>
<strong>Explanation:</strong><br/>
The Bori Wildlife Sanctuary is a wildlife sanctuary in Hoshangabad District of Madhya Pradesh state in central India.<br/>
</div></div><br/></li>"
"<li><strong>Kempegowda International Airport is in which state? </strong><br/>
1) Telangana<br/>
2) Madhya Pradesh<br/>
3) Tamil Nadu<br/>
4) Karnataka<br/>
5) Uttar Pradesh<br/>
","-<strong>4) Karnataka </strong><br/>
<strong>Explanation:</strong><br/>
Kempegowda International Airport is an international airport serving Bengaluru, the capital of the Indian state of Karnataka.<br/>
</div></div><br/></li>"
"<li><strong>India’s 1st natural gas trading platform “Indian Gas Exchange (IGX)” was launched by Dharmendra Pradhan recently. Where is the HQ of IGX located?</strong><br/>
1) Mumbai<br/>
2) Pune<br/>
3) Bengaluru<br/>
4) New Delhi<br/>
5) Kolkata<br/>
","-<strong>4) New Delhi</strong><br/>
<strong>Explanation:</strong><br/>
India’s first nationwide online delivery-based natural gas trading platform, “Indian Gas Exchange (IGX)” has been launched by Union Petroleum and Natural Gas Minister Dharmendra Pradhan during an e-ceremony (virtual). It has been launched on the lines of Prime Minister Narendra Modi’s vision to provide clean, affordable, sustainable and equitable supply of energy to every citizen. Notably, IGX will work as a wholly owned subsidiary of the India Energy Exchange (IEX), which is India’s energy market platform. Headquarters of IGX located in New Delhi.<br/>
</div></div><br/></li>"
"<li><strong>EPFO has launched multi-location claim settlement facility recently. The EPFO functions under which ministry?</strong><br/>
1) Ministry of Personnel, Public Grievances and Pensions<br/>
2) Ministry of Labour and Employment<br/>
3) Ministry of Heavy Industries and Public Enterprises<br/>
4) Ministry of Finance<br/>
5) Ministry of Home Affairs<br/>
","-<strong>2) Ministry of Labour and Employment</strong><br/>
<strong>Explanation:</strong><br/>
The Employees Provident Fund Organisation (EPFO) under Ministry of Labour and Employment has launched Multi-location claim settlement facility. This new facility has replaced the old using system of geographical jurisdiction for claim process. On current pandemic crisis COVID 19, multi-location claim facility tends to improve service delivery and ensure social security for its more than 6 crore subscribers.<br/>
</div></div><br/></li>"
"<li><strong>Central Board of Indirect Taxes and Customs (CBIC) launched the ‘e-Office’ application developed by National Informatics Centre (NIC) recently. CBIC functions under which department of finance ministry?</strong><br/>
1) Department of Economic Affairs<br/>
2) Department of Expenditure<br/>
3) Department of Revenue<br/>
4) Department of Financial Services<br/>
5) Department of Investment and Public Asset Management<br/>
","-<strong>3) Department of Revenue</strong><br/>
<strong>Explanation:</strong><br/>
The Central Board of Indirect Taxes and Customs (CBIC), Chairman M. Ajit Kumar launched the ‘e-Office’ application in over 500 CGST and customs offices across India, on 15th June at New Delhi. The e-Office is a Mission Mode Project(MMP) under the e-Governance of India. e-Office has been developed by the National Informatics Center(NIC), and supported by the Department of Administrative Reforms and Public Grievances (DARPG). CBIC functions under Department of Revenue, Ministry of Finance.<br/>
</div></div><br/></li>"
"<li><strong>Which state/UT has signed 12 MoUs recently to attract the investment worth Rs 16,030 crores?</strong><br/>
1) Gujarat<br/>
2) Tamil Nadu<br/>
3) Madhya Pradesh<br/>
4) Jammu &amp; Kashmir<br/>
5) Maharashtra<br/>
","-<strong>5) Maharashtra</strong><br/>
<strong>Explanation:</strong><br/>
Maharashtra signed 12 Memorandum of Understanding (MoUs) with 12 domestic and foreign companies for Foreign Direct Investment (FDI) worth Rs 16,030 crores. It is a part of the Magnetic Maharashtra 2.0 initiative.<br/>
</div></div><br/></li>"
"<li><strong>Manipur government has inaugurated three projects undertaken by the State Public Health Engineering Department recently. Who is the CM of Manipur?</strong><br/>
1) Hemant Soren<br/>
2) Neiphiu Rio<br/>
3) Pema Khandu<br/>
4) Sarbananda Sonowal<br/>
5) Biren Singh<br/>
","-<strong>5) Biren Singh</strong><br/>
<strong>Explanation:</strong><br/>
Manipur Chief Minister (CM) N. Biren Singh inaugurated three projects undertaken by the State Public Health Engineering Department (PHED) through Video Conferencing (VC) from the Chief Minister’s Secretariat Imphal.<br/>
</div></div><br/></li>"
"<li><strong>Which state has adopted ‘Flatted Factory Model’ to ensure the availability of industrial land?</strong><br/>
1) Gujarat<br/>
2) Tamil Nadu<br/>
3) Uttar Pradesh<br/>
4) Jammu &amp; Kashmir<br/>
5) Maharashtra<br/>
","-<strong>3) Uttar Pradesh</strong><br/>
<strong>Explanation:</strong><br/>
The Uttar Pradesh State Industrial Development Authority (UPSIDA) of the Government of Uttar Pradesh decided to adopt the scheme of Flatted Factory Model, to ensure the availability of industrial land which means that non-polluting industries can operate in Multistoried buildings.<br/>
</div></div><br/></li>"
"<li><strong>Which payments bank has launched ‘Suraksha Salary Account’ for MSMEs recently?</strong><br/>
1) India Post Payments Bank<br/>
2) Jio Payments Bank<br/>
3) Fino Payments Bank<br/>
4) Paytm Payments Bank<br/>
5) Airtel Payments Bank<br/>
","-<strong>5) Airtel Payments Bank</strong><br/>
<strong>Explanation:</strong><br/>
Airtel Payments Bank launched ‘Suraksha Salary Account’ for the micro, small and medium enterprises (MSMEs). The account will enable the MSMEs &amp; other organisations to make cashless payments &amp; provide financial security to their employees.<br/>
</div></div><br/></li>"
"<li><strong>Central government has infused capital of Rs 5,298 crore to which company/Organisation?</strong><br/>
1) Export-Import Bank of India (EXIM Bank)<br/>
2) Small Industries Development Bank of India (SIDBI)<br/>
3) National Housing Bank (NHB)<br/>
4) Industrial Finance Corporation of India (IFCI)<br/>
5) India Infrastructure Finance Company Ltd (IIFCL)<br/>
","-<strong>5) India Infrastructure Finance Company Ltd (IIFCL) </strong><br/>
<strong>Explanation:</strong><br/>
India Infrastructure Finance Company Limited (IIFCL) announced the government infused equity share capital of Rs 5,297.60 crore in the company on March 30.<br/>
</div></div><br/></li>"
"<li><strong>The FOREX reserve of India crossed $________ for the 1st time as per RBI data (in June 2020).</strong><br/>
1) 600 billion<br/>
2) 450 billion<br/>
3) 500 billion<br/>
4) 550 billion<br/>
5) 400 billion<br/>
","-<strong>3) 500 billion</strong><br/>
<strong>Explanation:</strong><br/>
In accordance with the weekly statistical data released by the Reserve Bank of India (RBI), India’s foreign reserves crossed the $500 billion mark as the nation had forex reserves of $501.7 billion as of June 5, 2020 a rise of $8.22 billion in a week. India’s forex reserves comprise foreign currency assets (FCAs), gold reserves, special drawing rights (SDRs), and India’s reserve position with the International Monetary Fund (IMF).<br/>
</div></div><br/></li>"
"<li><strong>Which company has appointed as auditor for the next three years for PM-CARES?</strong><br/>
1) SARC &amp; Associates<br/>
2) BDO International<br/>
3) Ernst &amp; Young<br/>
4) RSM International<br/>
5) Price Waterhouse Coopers<br/>
","-<strong>1) SARC &amp; Associates</strong><br/>
<strong>Explanation:</strong><br/>
The Trustees of the Prime Minister’s Citizens Assistance and Relief in Emergency Situations (PM CARES) fund appointed SARC &amp; Associates, New Delhi based Chartered Accountants as its auditors for the next three years.<br/>
</div></div><br/></li>"
"<li><strong>Mukhammedkalyi Abylgaziyev resigned from the post of Prime minister of Kyrgyzstan recently. What is the capital of Kyrgyzstan?</strong><br/>
1) Nur-Sultan<br/>
2) Dushanbe<br/>
3) Ashgabat<br/>
4) Tashkent<br/>
5) Bishkek<br/>
","-<strong>5) Bishkek</strong><br/>
<strong>Explanation:</strong><br/>
Kyrgyzstan’s Prime Minister Mukhammedkalyi Abylgaziyev (52) resigned, amid ongoing criminal investigation into whether the government illegally sold radio frequencies. He was appointed as prime minister by President Sooronbai Jeenbekov after succeeding Sapar Isakov in April 2018. Kyrgyzstan: Capital– Bishkek; Currency– Kyrgyzstani Som.<br/>
</div></div><br/></li>"
"<li><strong>Name the Indian NGO which has won the Biodiversity award 2020 presented by Prince Albert II of Monaco Foundation.</strong><br/>
1) Kutumb Foundation<br/>
2) Deccan Development Society<br/>
3) Self Employed Women’s Association<br/>
4) Sayfty social society<br/>
5) Socio Economic and Educational Development Society<br/>
","-<strong>2) Deccan Development Society</strong><br/>
<strong>Explanation:</strong><br/>
The Deccan Development Society (DDS), Hyderabad Based non-governmental organisation won the Biodiversity award 2020 and a grant of 40000 Euros (approx. Rs. 35 Lakhs) of the Prince Albert II of Monaco Foundation for the contribution of DDS women in rehabilitation of degraded lands and to promote biodiversity.<br/>
</div></div><br/></li>"
"<li><strong>What is India’s rank based on number of nuclear warheads present in a country, as per SIPRI Yearbook 2020 (US topped with 5800 nuclear warheads)?</strong><br/>
1) 3<br/>
2) 4<br/>
3) 6<br/>
4) 5<br/>
5) 7<br/>
","-<strong>3) 6</strong><br/>
<strong><strong>Explanation:<br/>
</strong></strong><span style=""font-weight: 400;"">In accordance with the “SIPRI Yearbook 2020-Armaments, Disarmament and International Security” of Swedish think tank, Stockholm International Peace Research Institute (SIPRI), from 2019 there is an increase in the nuclear weapons stockpile of India and China.</span> <span style=""font-weight: 400;"">The number of nuclear warheads in the Indian arsenal pegged at 150 in comparison to the 2019 report (on the basis of 2018) when India had 130-140.</span> <span style=""font-weight: 400;"">Importantly, in April 2020, SIPRI had identified India as the 3rd largest military spender in the world, behind the United States (US) and China.</span><b>Following table shows the number of warheads of top rankers (as of January 2020):</b><p></p>
<table>
<tbody>
<tr>
<td><b>Rank</b></td>
<td><b>Country</b></td>
<td><b>Nuclear Warheads</b></td>
</tr>
<tr>
<td><span style=""font-weight: 400;"">1</span></td>
<td><span style=""font-weight: 400;"">US</span></td>
<td><span style=""font-weight: 400;"">5800*</span></td>
</tr>
<tr>
<td><span style=""font-weight: 400;"">2</span></td>
<td><span style=""font-weight: 400;"">Russia</span></td>
<td><span style=""font-weight: 400;"">6375</span></td>
</tr>
<tr>
<td><span style=""font-weight: 400;"">3</span></td>
<td><span style=""font-weight: 400;"">UK</span></td>
<td><span style=""font-weight: 400;"">215</span></td>
</tr>
<tr>
<td><span style=""font-weight: 400;"">6</span></td>
<td><span style=""font-weight: 400;"">India</span></td>
<td><span style=""font-weight: 400;"">150</span></td>
</tr>
</tbody>
</table>
<p></p></div></div><br/></li>"
"<li><strong>The New Delhi based Competition Commission of India (CCI) has approved the acquisition of which among the following company by MacRitchie Investments Pte. Ltd?</strong><br/>
1) 91Streets Media Technologies Private Limited<br/>
2) Ascent Health and Wellness Solutions Private Limited<br/>
3) API Holdings Private Limited<br/>
4) Both 1) and 2)<br/>
5) All the 1), 2) and 3)<br/>
","-<strong>5) All the 1), 2) and 3) </strong><br/>
<strong>Explanation:</strong><br/>
The Competition Commission of India (CCI) approves acquisition by MacRitchie Investments Pte.Ltd. (MacRitchie) in 91 Streets Media Technologies Private Limited(91Streets), Ascent Health and Wellness Solutions Private Limited (Ascent) and API Holdings Private Limited (API) under section 31(1) of the competition Act, 2002.<br/>
</div></div><br/></li>"
"<li><strong>The International Day of Family Remittances was observed every year on _______.</strong><br/>
1) June 18<br/>
2) June 21<br/>
3) June 24<br/>
4) June 22<br/>
5) June 16<br/>
","-<strong>5) June 16</strong><br/>
<strong>Explanation:</strong><br/>
Every year on June 16 The International Day of Family Remittances (IDFR) is celebrated across the country. The day recognizes the migrants’ contributions (about 200 million migrants) to improve their family members (800 million) lives back home &amp; to create a future of hope for their children.<br/>
</div></div><br/></li>"
"<li><strong>When was world wind day observed annually?</strong><br/>
1) June 18<br/>
2) June 15<br/>
3) June 24<br/>
4) June 21<br/>
5) June 12<br/>
","-<strong>2) June 15</strong><br/>
<strong>Explanation:</strong><br/>
June 15th of every year is observed as Global Wind Day to discover, encourage and create awareness about the renewable natural form of energy and the advantages of the use of wind energy like, reducing emission, improving air quality and generating employment.<br/>
</div></div><br/></li>"
"<li><strong>The 500-year-old submerged temple was found under which river in Odisha recently?</strong><br/>
1) Mahanadi River<br/>
2) Brahmani River<br/>
3) Baitarani River<br/>
4) Bhargavi River<br/>
5) Bahuda River<br/>
","-<strong>1) Mahanadi River</strong><br/>
<strong>Explanation:</strong><br/>
Deepak Kumar Nayak, Project Assistant of Indian National Trust for Art &amp; Cultural Heritage (INTACH) with Rabindra Rana, heritage enthusiast of Odisha located the 500-year-old submerged temple in the Mahanadi river near Baideswar in Padmavati area, Cuttack, Odisha.<br/>
</div></div><br/></li>"
